,"Density
(P/Km2)",Agricultural Land( %),Land Area(Km2),Armed Forces size,Co2-Emissions,CPI,CPI Change (%),Forested Area (%),Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Minimum wage,Out of pocket health expenditure,Physicians per thousand,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population,Latitude,Longitude,Deforestation
10,4.04305126783455,20.6,13.071998073353154,10.085850775128717,8291.0,118.65,2.5,39.3,1.03,24.380666673277187,103.4,12.8,3.9435216724875173,0.30010459245033816,69.7,0.09,76.1,12.8,57.7,3.38,16.50616071924417,7.369722,12.354722,11.686550987285658
11,1.6094379124341003,6.9,16.116561574865074,11.184435286790631,544894.0,116.76,1.9,38.2,0.81,28.182849880410927,100.9,68.9,1.6677068205580763,2.3523271848888596,14.6,2.61,65.1,12.8,24.5,5.56,17.237440950974573,56.130366,-106.346771,10.83014437040946
12,2.1972245773362196,8.2,13.342277720433184,8.987321812850125,297.0,186.86,37.1,35.6,1.41,21.52091147820155,102.0,3.0,4.448516375942715,0.3148107398400336,39.6,0.06,72.0,8.6,73.3,3.68,14.499649788490728,6.611111,20.939444,10.747659102532259
13,2.6390573296152584,39.7,14.06549154204794,10.463131911491967,1016.0,117.7,-1.0,3.8,0.78,23.149390815890097,86.8,3.3,4.282206299391671,0.47000362924573574,56.4,0.04,70.7,15.97659574468085,63.5,1.89,15.127155184819234,15.454166,18.732207,11.76143262321994
14,3.295836866004329,21.2,13.535924953809353,11.711784520403112,85822.0,131.91,2.6,24.3,1.03,26.36630049796546,101.4,88.5,1.9740810260220096,1.0986122886681098,32.2,2.59,62.6,18.2,34.0,7.09,16.62552366939461,-35.675147,-71.542969,9.308464769969381
15,5.0369526024136295,56.2,16.07695704382158,14.80690913338268,9893038.0,125.08,2.9,22.4,0.96,30.622243234004703,100.2,50.6,2.128231705849268,0.6259384308664954,32.4,1.98,68.0,9.4,59.2,4.32,20.552399177191916,35.86166,104.195397,12.520887034998584
16,3.8501476017100584,40.3,13.945583100658157,13.083624628087817,97814.0,140.95,3.5,52.7,0.68,26.503400550508733,114.5,55.3,2.580216829592325,0.8020015854720274,18.3,2.18,68.8,14.4,71.2,9.71,17.524861606742288,4.570868,-74.297333,11.801264821363585
17,6.148468295917647,71.5,7.71244383427499,10.357774570341576,202.0,103.62,-4.3,19.7,1.0253535353535355,20.893623340692272,99.5,9.0,3.9569963710708773,0.5364933705145686,74.8,0.27,43.3,15.97659574468085,104.95500000000007,4.34,12.421800770404529,-11.6455,43.3333,0.0
18,4.61512051684126,34.5,10.841559345471941,9.210440366976517,8023.0,128.85,2.1,54.6,0.98,24.84674749721408,113.3,55.2,2.151762203259462,1.0438040521731147,21.5,2.89,62.1,13.6,58.3,11.85,15.212221972688491,9.748917,-83.753428,8.412054873292933
19,4.30406509320417,27.6,10.94367592106652,9.798182590890704,17488.0,109.82,0.8,34.4,1.26,24.824512409401827,96.5,67.9,1.6094379124341003,1.366091653802371,15.2,3.0,51.2,22.0,20.5,6.93,14.660657105937466,45.1,15.2,3.713572066704308
20,4.672828834461906,59.9,11.616032443319185,11.23850177707664,28284.0,123.78,2.3,31.3,1.4,25.328665996498554,101.9,41.4,1.5475625087160128,0.048790164169431834,32.097058823529416,8.42,53.6,15.97659574468085,37.7,1.64,15.983321886909918,21.521757,-77.781167,0.0
21,4.927253685157205,62.0,10.6711622600815,9.61587214452889,31786.0,110.35,0.8,14.7,1.55,26.57569248258522,101.3,80.6,1.5260563034950496,2.2163733961749803,13.7,4.01,62.2,32.4,23.8,4.91,15.44866089544478,56.26392,9.501785,7.115582126184454
22,3.784189633918261,73.4,10.05195066017375,9.472781556562168,620.0,120.25,3.3,0.2,1.32,21.922843906556633,75.3,5.3,3.927896354584436,0.3893357261782807,20.4,0.22,60.2,15.97659574468085,37.9,10.3,13.539163995176239,11.825138,42.590275,0.0
